,Unnamed: 0,timestamp,page_views,ad_spend,is_weekend,day_of_week,is_holiday,New Column,holiday_binary
40,40,2022-02-10,924.8053227634384,272.1539973998623,False,Thursday,False,1196.9593201633006,0
41,41,2022-02-11,949.3395780217202,255.1410484356991,False,Friday,False,1204.4806264574192,0
42,42,2022-02-12,1377.952300634719,176.5305515283528,True,Saturday,False,1554.4828521630718,0
43,43,2022-02-13,1350.761674065507,170.96688913232134,True,Sunday,False,1521.7285631978282,0
44,44,2022-02-14,1369.6102189851078,205.6443402889772,False,Monday,False,1575.254559274085,0
45,45,2022-02-15,1123.2464146861582,228.40467374815876,False,Tuesday,False,1351.651088434317,0
46,46,2022-02-16,1069.459414004972,236.1808368712064,False,Wednesday,False,1305.6402508761782,0
47,47,2022-02-17,929.256141637392,281.7136667865675,False,Thursday,False,1210.9698084239594,0
48,48,2022-02-18,1220.6479160132822,260.3085486870539,False,Friday,False,1480.956464700336,0
49,49,2022-02-19,1332.9901647977804,127.108795339118,True,Saturday,False,1460.0989601368983,0
50,50,2022-02-20,1382.7027301644814,189.72251908184384,True,Sunday,False,1572.4252492463252,0
51,51,2022-02-21,1645.5673327371385,238.4475315875105,False,Monday,False,1884.014864324649,0
52,52,2022-02-22,1357.6037166732951,229.69233999082124,False,Tuesday,False,1587.2960566641163,0
53,53,2022-02-23,1118.886279807797,268.35028866522606,False,Wednesday,False,1387.2365684730232,0
54,54,2022-02-24,867.718642938244,280.92998567487854,False,Thursday,False,1148.6486286131226,0
55,55,2022-02-25,1286.0610676107085,277.938403573486,False,Friday,False,1563.9994711841946,0
56,56,2022-02-26,1172.9052731974211,154.82347430332084,True,Saturday,False,1327.728747500742,0
57,57,2022-02-27,1318.053286395001,170.72362872446357,True,Sunday,False,1488.7769151194645,0
58,58,2022-02-28,1569.9905289284195,259.9379029421069,False,Monday,False,1829.9284318705263,0
59,59,2022-03-01,1502.9377568964494,279.2663538136708,False,Tuesday,False,1782.2041107101202,0
60,60,2022-03-02,1256.111267157946,235.6247728646413,False,Wednesday,False,1491.7360400225873,0
61,61,2022-03-03,1137.40173445171,244.43023070008547,False,Thursday,False,1381.8319651517954,0
62,62,2022-03-04,1191.6598372952114,216.8099507798192,False,Friday,False,1408.4697880750307,0
63,63,2022-03-05,1344.0822566758193,144.11380127757988,True,Saturday,False,1488.196057953399,0
64,64,2022-03-06,1499.694847610133,204.37577467182595,True,Sunday,False,1704.0706222819588,0
65,65,2022-03-07,1485.0185382619163,290.6872008571247,False,Monday,False,1775.705739119041,0
66,66,2022-03-08,1320.5016762686655,247.83969635259,False,Tuesday,False,1568.3413726212555,0
67,67,2022-03-09,1171.203837255654,280.1059869367607,False,Wednesday,False,1451.3098241924147,0
68,68,2022-03-10,1060.8870650370432,260.849080751429,False,Thursday,False,1321.7361457884722,0
69,69,2022-03-11,1113.0486424306348,230.6464073618463,False,Friday,False,1343.695049792481,0
70,70,2022-03-12,1177.152322420133,190.8418681652524,True,Saturday,False,1367.9941905853855,0
71,71,2022-03-13,1450.866326713794,226.1410969939791,True,Sunday,False,1677.0074237077731,0
72,72,2022-03-14,1401.448516750141,248.92521882670147,False,Monday,False,1650.3737355768424,0
73,73,2022-03-15,1261.433708308252,296.9393096744202,False,Tuesday,False,1558.3730179826723,0
74,74,2022-03-16,1212.9868520649843,171.40764687730768,False,Wednesday,False,1384.394498942292,0
75,75,2022-03-17,1216.6372307023998,274.6570751312567,False,Thursday,False,1491.2943058336566,0
76,76,2022-03-18,1247.3617257119674,252.61141204714517,False,Friday,False,1499.9731377591127,0
77,77,2022-03-19,1130.466639784239,171.02977948602398,True,Saturday,False,1301.496419270263,0
78,78,2022-03-20,1396.3866375338378,182.75282329606503,True,Sunday,False,1579.1394608299029,0
79,79,2022-03-21,1577.3158538314435,190.3729325619732,False,Monday,False,1767.6887863934166,0
80,80,2022-03-22,1267.3737596436977,243.40984336487463,False,Tuesday,False,1510.7836030085723,0
81,81,2022-03-23,1162.529758021357,260.7133771453524,False,Wednesday,False,1423.2431351667096,0
82,82,2022-03-24,1121.8859650612687,294.33682134224546,False,Thursday,False,1416.2227864035142,0
83,83,2022-03-25,1071.8445720513566,234.45189345179057,False,Friday,False,1306.2964655031471,0
84,84,2022-03-26,1325.4501507343796,155.74519191320437,True,Saturday,False,1481.1953426475839,0
85,85,2022-03-27,1387.768597015897,164.9472886924639,True,Sunday,False,1552.715885708361,0
86,86,2022-03-28,1449.9702568343707,277.4620635310622,False,Monday,False,1727.432320365433,0
87,87,2022-03-29,1369.100558849271,259.8625332897905,False,Tuesday,False,1628.9630921390615,0
88,88,2022-03-30,1048.8879062679152,234.1071938869888,False,Wednesday,False,1282.995100154904,0
89,89,2022-03-31,1171.6774668933008,265.3980229934007,False,Thursday,False,1437.0754898867015,0
90,90,2022-04-01,1163.7104744216567,252.9123264804412,False,Friday,False,1416.6228009020979,0
91,91,2022-04-02,1351.1466049240223,209.05934971598668,True,Saturday,False,1560.205954640009,0
92,92,2022-04-03,1500.724518752439,158.93840718367943,True,Sunday,False,1659.6629259361184,0
93,93,2022-04-04,1623.764046270725,240.17013560206692,False,Monday,False,1863.934181872792,0
94,94,2022-04-05,1390.794088510198,238.2367554060353,False,Tuesday,False,1629.0308439162332,0
95,95,2022-04-06,1143.4319619772782,206.09455155603644,False,Wednesday,False,1349.5265135333148,0
96,96,2022-04-07,1128.7031756442452,258.8836083119373,False,Thursday,False,1387.5867839561824,0
97,97,2022-04-08,1200.4177100916706,257.8316581653967,False,Friday,False,1458.2493682570673,0
98,98,2022-04-09,1298.489395002401,180.15340369927384,True,Saturday,False,1478.6427987016748,0
99,99,2022-04-10,1486.3839702997125,172.9623859987456,True,Sunday,False,1659.346356298458,0
100,100,2022-04-11,1465.4523620648902,207.5388777384876,False,Monday,False,1672.9912398033778,0
101,101,2022-04-12,1314.221485973282,237.3806403170392,False,Tuesday,False,1551.6021262903212,0
102,102,2022-04-13,1077.6054651749646,239.7185645041969,False,Wednesday,False,1317.3240296791614,0
103,103,2022-04-14,1242.716394378744,225.93168192335145,False,Thursday,False,1468.6480763020954,0
104,104,2022-04-15,1060.1358190883702,245.16142865001973,False,Friday,False,1305.29724773839,0
105,105,2022-04-16,1262.3228713088756,192.12152570443612,True,Saturday,False,1454.4443970133118,0
106,106,2022-04-17,1408.6894250789162,236.5855770363159,True,Sunday,False,1645.2750021152322,0
107,107,2022-04-18,1588.1969606200823,255.2373343849552,False,Monday,False,1843.4342950050375,0
108,108,2022-04-19,1353.2295802705826,257.7265117216829,False,Tuesday,False,1610.9560919922656,0
109,109,2022-04-20,1329.9967670715705,247.766622527015,False,Wednesday,False,1577.7633895985855,0
110,110,2022-04-21,1079.4790230599692,192.43686354102877,False,Thursday,False,1271.915886600998,0
111,111,2022-04-22,1195.9611482673092,249.2045837365235,False,Friday,False,1445.1657320038328,0
112,112,2022-04-23,1257.3468279032356,181.8069062982308,True,Saturday,False,1439.1537342014665,0
113,113,2022-04-24,1619.0698155694618,253.89726337455855,True,Sunday,False,1872.9670789440204,0
114,114,2022-04-25,1425.217202608104,244.22917105656632,False,Monday,False,1669.4463736646703,0
115,115,2022-04-26,1396.4231758667336,259.04642027000835,False,Tuesday,False,1655.469596136742,0
116,116,2022-04-27,1292.0730821327022,248.9586469088427,False,Wednesday,False,1541.0317290415448,0
117,117,2022-04-28,1160.470880280958,214.93965887141405,False,Thursday,False,1375.4105391523722,0
118,118,2022-04-29,1160.0325176937731,284.28468443545063,False,Friday,False,1444.3172021292237,0
119,119,2022-04-30,1314.7359036989849,202.5579909806032,True,Saturday,False,1517.293894679588,0
120,120,2022-05-01,1464.507462848847,203.7309584112914,True,Sunday,False,1668.2384212601382,0
121,121,2022-05-02,1529.3686913223066,222.71837635615785,False,Monday,False,1752.0870676784646,0
122,122,2022-05-03,1460.8685046517824,292.08382932808297,False,Tuesday,False,1752.9523339798652,0
123,123,2022-05-04,1387.5988980241862,207.9444681162316,False,Wednesday,False,1595.5433661404177,0
124,124,2022-05-05,1069.1646136179456,267.6057128140081,False,Thursday,False,1336.7703264319537,0
125,125,2022-05-06,1084.216511592022,606.0760258589471,False,Friday,False,1690.2925374509691,0
126,126,2022-05-07,1292.3943313945765,440.6462673307272,True,Saturday,False,1733.0405987253037,0
127,127,2022-05-08,1697.745664466802,453.3734251965647,True,Sunday,False,2151.1190896633666,0
128,128,2022-05-09,1668.501208881409,543.351898037277,False,Monday,False,2211.853106918686,0
129,129,2022-05-10,1656.1587143782026,525.2580874611618,False,Tuesday,False,2181.4168018393643,0
130,130,2022-05-11,1493.0055268781862,493.8424541526638,False,Wednesday,False,1986.84798103085,0
131,131,2022-05-12,1259.9346637431431,542.4192463288286,False,Thursday,False,1802.3539100719718,0
132,132,2022-05-13,1377.1344197613505,218.1308885882169,False,Friday,False,1595.2653083495675,0
133,133,2022-05-14,1599.0128348667722,194.20777291905543,True,Saturday,False,1793.2206077858277,0
134,134,2022-05-15,1623.5093694757586,152.4172729729859,True,Sunday,False,1775.9266424487446,0
135,135,2022-05-16,1481.1635791760566,296.49803215052617,False,Monday,False,1777.6616113265827,0
136,136,2022-05-17,1327.8953604202552,226.5024012299129,False,Tuesday,False,1554.3977616501681,0
137,137,2022-05-18,1094.1427627164812,240.3381545138297,False,Wednesday,False,1334.480917230311,0
138,138,2022-05-19,1101.1210737455876,274.4055165210901,False,Thursday,False,1375.5265902666777,0
139,139,2022-05-20,1051.2497752665863,213.07407050698131,False,Friday,False,1264.3238457735677,0
140,140,2022-05-21,1316.0190616132195,186.82379803812387,True,Saturday,False,1502.8428596513434,0
141,141,2022-05-22,1427.941082272613,219.2142826284729,True,Sunday,False,1647.1553649010857,0
142,142,2022-05-23,1509.4826612449128,201.7755029631632,False,Monday,False,1711.258164208076,0
143,143,2022-05-24,1241.7505422544275,255.53901575596916,False,Tuesday,False,1497.2895580103966,0
144,144,2022-05-25,1237.956179779117,257.79648382745273,False,Wednesday,False,1495.7526636065697,0
145,145,2022-05-26,1158.8605156521007,273.4546861533193,False,Thursday,False,1432.31520180542,0
146,146,2022-05-27,1002.9034534501706,212.8914786736576,False,Friday,False,1215.7949321238282,0
147,147,2022-05-28,1349.3769029486828,140.3863016074717,True,Saturday,False,1489.7632045561545,0
148,148,2022-05-29,1582.7394077057563,195.65824696850692,True,Sunday,False,1778.3976546742633,0
149,149,2022-05-30,1389.331679487913,258.9095401969956,False,Monday,False,1648.2412196849086,0
150,150,2022-05-31,1467.4763656470982,363.5095034849119,False,Tuesday,False,1830.98586913201,0
151,151,2022-06-01,1226.0655949116572,366.38816425944486,False,Wednesday,False,1592.453759171102,0
152,152,2022-06-02,1065.13360287624,335.5939763271809,False,Thursday,False,1400.7275792034209,0
153,153,2022-06-03,1217.6859720134005,362.9623288893657,False,Friday,False,1580.648300902766,0
154,154,2022-06-04,1424.1264178499068,294.786892173496,True,Saturday,False,1718.9133100234028,0
155,155,2022-06-05,1522.6357920861735,264.56417543374454,True,Sunday,False,1787.1999675199181,0
156,156,2022-06-06,1613.8879403404694,411.9679533088783,False,Monday,False,2025.8558936493478,0
157,157,2022-06-07,1347.1982260252496,264.21498762735365,False,Tuesday,False,1611.4132136526032,0
158,158,2022-06-08,1241.88000919552,214.26089508392056,False,Wednesday,False,1456.1409042794405,0
159,159,2022-06-09,1094.621441023854,269.6966082590149,False,Thursday,False,1364.318049282869,0
160,160,2022-06-10,1147.9303848642558,220.75954989318035,False,Friday,False,1368.689934757436,0
161,161,2022-06-11,1210.0408695823992,203.6125381122736,True,Saturday,False,1413.6534076946728,0
162,162,2022-06-12,1412.259261692466,214.75786737022213,True,Sunday,False,1627.0171290626881,0
163,163,2022-06-13,1578.3563726024297,225.37953044944868,False,Monday,False,1803.7359030518783,0
164,164,2022-06-14,1447.3771360301744,278.90128387732966,False,Tuesday,False,1726.278419907504,0
165,165,2022-06-15,1241.0282494040266,262.3834278080949,False,Wednesday,False,1503.4116772121215,0
166,166,2022-06-16,1002.1587209922048,274.6618047998347,False,Thursday,False,1276.8205257920395,0
167,167,2022-06-17,1134.0374795501,306.9037894796184,False,Friday,False,1440.9412690297183,0
168,168,2022-06-18,1401.9198167586812,172.63835651991388,True,Saturday,False,1574.5581732785952,0
169,169,2022-06-19,1479.001619122462,157.38791506927532,True,Sunday,False,1636.3895341917373,0
170,170,2022-06-20,1710.2272241086598,223.3145671112343,False,Monday,False,1933.541791219894,0
171,171,2022-06-21,1366.423984715682,225.5256914510369,False,Tuesday,False,1591.949676166719,0
172,172,2022-06-22,1166.6586895664343,247.68694871757688,False,Wednesday,False,1414.345638284011,0
173,173,2022-06-23,1056.947236051955,260.23455924449934,False,Thursday,False,1317.1817952964543,0
174,174,2022-06-24,1131.3355981228165,258.30072397990057,False,Friday,False,1389.636322102717,0
175,175,2022-06-25,1277.1432813438942,204.8154974710807,True,Saturday,False,1481.958778814975,0
176,176,2022-06-26,1508.9061017734025,180.3900567563372,True,Sunday,False,1689.2961585297396,0
177,177,2022-06-27,1565.2709456427417,293.6060223147195,False,Monday,False,1858.8769679574611,0
178,178,2022-06-28,1284.5711994893256,242.06029500286127,False,Tuesday,False,1526.631494492187,0
179,179,2022-06-29,1051.75623339001,331.6050749976886,False,Wednesday,False,1383.3613083876985,0
180,180,2022-06-30,970.0906737197248,268.77002043295016,False,Thursday,False,1238.860694152675,0
181,181,2022-07-01,1164.3284736062,224.28527330751152,False,Friday,False,1388.6137469137116,0
182,182,2022-07-02,1244.5224527232483,297.87322505816667,True,Saturday,False,1542.395677781415,0
183,183,2022-07-03,1278.234991765295,344.4741724572956,True,Sunday,False,1622.7091642225905,0
184,184,2022-07-04,1492.490414504928,393.29611644022447,False,Monday,True,1885.7865309451524,1
185,185,2022-07-05,1595.7982383041824,421.4200148227628,False,Tuesday,False,2017.2182531269452,0
186,186,2022-07-06,1249.2911659500028,264.1971287372064,False,Wednesday,False,1513.4882946872092,0
187,187,2022-07-07,1236.953706026765,247.8151326202938,False,Thursday,False,1484.7688386470588,0
188,188,2022-07-08,1230.929984275652,224.59618845794785,False,Friday,False,1455.5261727335999,0
189,189,2022-07-09,1277.523396055688,134.55458325942408,True,Saturday,False,1412.077979315112,0
190,190,2022-07-10,1504.5194623476746,166.60455143798936,True,Sunday,False,1671.124013785664,0
191,191,2022-07-11,1431.4847912794876,275.6919638297041,False,Monday,False,1707.1767551091916,0
192,192,2022-07-12,1312.8941542138075,256.4228123239061,False,Tuesday,False,1569.3169665377136,0
193,193,2022-07-13,1161.949715172455,212.6278366386404,False,Wednesday,False,1374.5775518110954,0
194,194,2022-07-14,1039.0502304080087,255.19542777553545,False,Thursday,False,1294.245658183544,0
195,195,2022-07-15,1197.9644407443338,261.55952139186513,False,Friday,False,1459.5239621361989,0
196,196,2022-07-16,1233.7457014564525,153.484276913966,True,Saturday,False,1387.2299783704184,0
197,197,2022-07-17,1368.248662990674,184.61175317836583,True,Sunday,False,1552.8604161690398,0
198,198,2022-07-18,1513.1330677308904,251.74626155338,False,Monday,False,1764.8793292842704,0
199,199,2022-07-19,1224.354935762568,215.7108910650813,False,Tuesday,False,1440.0658268276493,0
200,200,2022-07-20,1142.692236206878,260.7336208104485,False,Wednesday,False,1403.4258570173265,0
201,201,2022-07-21,1070.871265739038,266.82353579104705,False,Thursday,False,1337.6948015300852,0
202,202,2022-07-22,1174.570943865316,282.4915372952583,False,Friday,False,1457.0624811605742,0
203,203,2022-07-23,1308.1653021326972,211.6140615610471,True,Saturday,False,1519.7793636937442,0
204,204,2022-07-24,1427.327984086056,138.66991896128727,True,Sunday,False,1565.9979030473432,0
205,205,2022-07-25,1541.9027017268636,221.86524880254632,False,Monday,False,1763.76795052941,0
206,206,2022-07-26,1436.105044120905,265.4510580162598,False,Tuesday,False,1701.5561021371648,0
207,207,2022-07-27,1151.3473088921817,265.41357852736627,False,Wednesday,False,1416.760887419548,0
208,208,2022-07-28,1048.4252127553118,265.4514305891814,False,Thursday,False,1313.8766433444932,0
209,209,2022-07-29,1006.59962522003,365.5819447196416,False,Friday,False,1372.1815699396716,0
210,210,2022-07-30,1181.873042253792,197.126715320795,True,Saturday,False,1378.999757574587,0
211,211,2022-07-31,1398.2584788729073,214.066969205418,True,Sunday,False,1612.3254480783253,0
212,212,2022-08-01,1471.832347133397,278.62005290479607,False,Monday,False,1750.452400038193,0
213,213,2022-08-02,1295.587329788742,269.54173753917394,False,Tuesday,False,1565.129067327916,0
214,214,2022-08-03,1150.9362205533969,240.5419226607896,False,Wednesday,False,1391.4781432141865,0
215,215,2022-08-04,1118.5664904096343,272.769076614798,False,Thursday,False,1391.3355670244323,0
216,216,2022-08-05,1103.003019109187,226.81524356387283,False,Friday,False,1329.81826267306,0
217,217,2022-08-06,1285.8251716469372,172.89544179779972,True,Saturday,False,1458.720613444737,0
218,218,2022-08-07,1427.0778752495532,165.43909356512688,True,Sunday,False,1592.5169688146802,0
219,219,2022-08-08,1274.2588780371314,252.45622418158968,False,Monday,False,1526.715102218721,0
220,220,2022-08-09,1215.9353686815064,319.43975700020525,False,Tuesday,False,1535.3751256817116,0
221,221,2022-08-10,1100.892431076112,193.9820442222476,False,Wednesday,False,1294.8744752983596,0
222,222,2022-08-11,959.0280720076344,270.58780571123543,False,Thursday,False,1229.6158777188698,0
223,223,2022-08-12,1182.008759211781,201.61852386431045,False,Friday,False,1383.6272830760913,0
224,224,2022-08-13,1336.986625436464,165.84204402631698,True,Saturday,False,1502.828669462781,0
225,225,2022-08-14,1513.797103278613,212.66851790902095,True,Sunday,False,1726.4656211876338,0
226,226,2022-08-15,1395.918081383975,251.9284005728639,False,Monday,False,1647.846481956839,0
227,227,2022-08-16,1402.056691357053,217.6676566621208,False,Tuesday,False,1619.724348019174,0
228,228,2022-08-17,1148.734740953107,228.54088872220092,False,Wednesday,False,1377.2756296753078,0
229,229,2022-08-18,1024.7428249233744,270.3879324680403,False,Thursday,False,1295.1307573914146,0
230,230,2022-08-19,1020.2428586921086,228.0890010484859,False,Friday,False,1248.3318597405946,0
231,231,2022-08-20,1207.5718805170816,186.49375768745924,True,Saturday,False,1394.0656382045408,0
232,232,2022-08-21,1381.775944632907,181.3671551971144,True,Sunday,False,1563.1430998300216,0
233,233,2022-08-22,1439.3117300787248,230.4519895718255,False,Monday,False,1669.7637196505502,0
234,234,2022-08-23,1304.9894208928602,314.3183226797598,False,Tuesday,False,1619.30774357262,0
235,235,2022-08-24,1115.411739116054,269.0175706695404,False,Wednesday,False,1384.4293097855943,0
236,236,2022-08-25,1071.0424698323782,189.2457224002718,False,Thursday,False,1260.28819223265,0
237,237,2022-08-26,1219.9790893965676,255.5936294430828,False,Friday,False,1475.5727188396504,0
238,238,2022-08-27,1329.6023466312463,160.14640605694836,True,Saturday,False,1489.7487526881946,0
239,239,2022-08-28,1243.098344731501,205.5730000438867,True,Sunday,False,1448.6713447753875,0
240,240,2022-08-29,1235.7779871216203,226.22437784701896,False,Monday,False,1462.0023649686393,0
241,241,2022-08-30,1349.1583379822448,539.5816460432021,False,Tuesday,False,1888.739984025447,0
242,242,2022-08-31,1018.5881923226394,558.1733576566228,False,Wednesday,False,1576.7615499792623,0
243,243,2022-09-01,1013.9878458907832,568.9963951123127,False,Thursday,False,1582.984241003096,0
244,244,2022-09-02,1164.8678573592815,507.0148470755358,False,Friday,False,1671.8827044348172,0
245,245,2022-09-03,1281.7397929801698,462.98870221198064,True,Saturday,False,1744.7284951921504,0
246,246,2022-09-04,1632.0014469516848,458.7753799523804,True,Sunday,False,2090.7768269040653,0
247,247,2022-09-05,1650.799595436973,523.4238623099977,False,Monday,False,2174.223457746971,0
248,248,2022-09-06,1409.300771471968,302.9636272084329,False,Tuesday,False,1712.2643986804007,0
249,249,2022-09-07,1072.0624419860833,262.14945132882866,False,Wednesday,False,1334.211893314912,0
250,250,2022-09-08,1166.2592183099812,212.17348136994863,False,Thursday,False,1378.4326996799298,0
251,251,2022-09-09,1147.706123478138,277.5358584116433,False,Friday,False,1425.241981889781,0
252,252,2022-09-10,1130.013941232663,243.664685910379,True,Saturday,False,1373.678627143042,0
253,253,2022-09-11,1389.4912269167678,210.9739578165344,True,Sunday,False,1600.4651847333023,0
254,254,2022-09-12,1451.5769714661762,204.4189010213796,False,Monday,False,1655.995872487556,0
255,255,2022-09-13,1370.784091199623,235.47297781401247,False,Tuesday,False,1606.2570690136354,0
256,256,2022-09-14,1141.037920146818,288.00733447559867,False,Wednesday,False,1429.0452546224165,0
257,257,2022-09-15,941.7110182848354,228.76991603143657,False,Thursday,False,1170.480934316272,0
258,258,2022-09-16,1172.7893061564746,263.31458284438685,False,Friday,False,1436.1038890008615,0
259,259,2022-09-17,1252.5520008330263,203.2390216028801,True,Saturday,False,1455.7910224359064,0
260,260,2022-09-18,1384.1864011883094,152.1920858526575,True,Sunday,False,1536.378487040967,0
261,261,2022-09-19,1371.396771860754,248.214239318146,False,Monday,False,1619.6110111788998,0
262,262,2022-09-20,1266.711736639524,152.76197979792784,False,Tuesday,False,1419.4737164374517,0
263,263,2022-09-21,1027.607750089394,219.2683707599713,False,Wednesday,False,1246.8761208493652,0
264,264,2022-09-22,1034.3891736930336,242.4229554582052,False,Thursday,False,1276.8121291512389,0
265,265,2022-09-23,1166.9671167093752,212.5665045410545,False,Friday,False,1379.5336212504296,0
266,266,2022-09-24,1117.0354241655089,228.97233911794905,True,Saturday,False,1346.007763283458,0
267,267,2022-09-25,1268.477966162333,137.09575866118104,True,Sunday,False,1405.5737248235139,0
268,268,2022-09-26,1536.5076670084077,236.79866539909048,False,Monday,False,1773.306332407498,0
269,269,2022-09-27,1304.278047312015,253.92221731858277,False,Tuesday,False,1558.2002646305978,0
270,270,2022-09-28,1039.4234461664714,293.23819867198347,False,Wednesday,False,1332.6616448384548,0
271,271,2022-09-29,1128.3888878161824,206.9241354646168,False,Thursday,False,1335.3130232807991,0
272,272,2022-09-30,1046.3046238370755,284.8949125646488,False,Friday,False,1331.1995364017243,0
273,273,2022-10-01,1421.484085215994,180.3069918305876,True,Saturday,False,1601.7910770465814,0
274,274,2022-10-02,1434.9384219077258,150.55474046856148,True,Sunday,False,1585.4931623762873,0
275,275,2022-10-03,1427.8260091346413,263.86310422789813,False,Monday,False,1691.6891133625395,0
276,276,2022-10-04,1469.2644344755763,255.9717908672041,False,Tuesday,False,1725.2362253427805,0
277,277,2022-10-05,1057.629789725549,231.99349368523616,False,Wednesday,False,1289.6232834107852,0
278,278,2022-10-06,1126.0724353813546,252.09406254970057,False,Thursday,False,1378.1664979310551,0
279,279,2022-10-07,1125.4039012828737,238.4405920941472,False,Friday,False,1363.8444933770209,0
280,280,2022-10-08,1348.47981871931,183.40552035753743,True,Saturday,False,1531.8853390768475,0
281,281,2022-10-09,1538.6182124727472,199.8639202356314,True,Sunday,False,1738.4821327083787,0
282,282,2022-10-10,1447.6444173696543,297.5805044843606,False,Monday,False,1745.2249218540148,0
283,283,2022-10-11,1244.5696770385211,212.8655350351945,False,Tuesday,False,1457.4352120737158,0
284,284,2022-10-12,1178.9805785526748,313.991001239688,False,Wednesday,False,1492.9715797923627,0
285,285,2022-10-13,1039.4340217291133,191.4373660143249,False,Thursday,False,1230.8713877434382,0
286,286,2022-10-14,1243.588941868573,245.4464471489325,False,Friday,False,1489.0353890175056,0
287,287,2022-10-15,1311.5877470099872,197.64951619453728,True,Saturday,False,1509.2372632045244,0
288,288,2022-10-16,1355.40755871619,188.429756032051,True,Sunday,False,1543.837314748241,0
289,289,2022-10-17,1471.5954339408463,231.31901440538215,False,Monday,False,1702.9144483462285,0
290,290,2022-10-18,1213.355522109354,243.75633248928173,False,Tuesday,False,1457.1118545986358,0
291,291,2022-10-19,1065.5312397817042,235.209971960235,False,Wednesday,False,1300.7412117419392,0
292,292,2022-10-20,1158.0666205462385,232.3190572916737,False,Thursday,False,1390.3856778379122,0
